time,t1,t2,t1Shift,t2Shift,t1Filt,t2Filt,t1Fit,t1FitF,t2Fit,t2FitF
0.5079100000000001,4.87845e-05,5.07492e-06,4.291819e-05,-1.040199999999999e-07,2.0690140834143365e-05,3.557543942884304e-07,8.365234439951426e-07,8.365234439951426e-07,0.0,0.0
0.52935,1.06694e-05,5.69739e-06,4.80309e-06,5.184500000000001e-07,1.4100308872061991e-05,-9.428675010547242e-08,1.222154742128092e-06,1.222154742128092e-06,0.0,0.0
0.55079,6.92635e-06,4.2739199999999996e-06,1.0600400000000003e-06,-9.050200000000004e-07,1.4407833967201997e-05,-7.100436479431143e-07,1.7279545233427744e-06,1.7279545233427744e-06,0.0,0.0
0.57223,4.90262e-05,4.12452e-06,4.315989e-05,-1.0544200000000001e-06,2.129902354111824e-05,-7.64886731004354e-07,2.3732079420632664e-06,2.3732079420632664e-06,0.0,0.0
0.59367,9.8141e-06,5.3487900000000005e-06,3.94779e-06,1.6985000000000058e-07,1.5401925362644648e-05,1.5042249337025476e-07,3.176408832009216e-06,3.176408832009216e-06,0.0,0.0
0.61511,9.18153e-06,6.60939e-06,3.3152200000000006e-06,1.43045e-06,1.6600348812285439e-06,1.0244571361315964e-06,4.154667829211437e-06,4.154667829211437e-06,0.0,0.0
0.63655,4.44626e-06,5.83498e-06,-1.42005e-06,6.560400000000004e-07,-2.2058011430699032e-06,9.44628687721587e-07,5.323211031045299e-06,5.323211031045299e-06,0.0,0.0
0.65799,4.27399e-06,5.83673e-06,-1.5923199999999997e-06,6.5779e-07,4.525692171510492e-06,3.6295891421477605e-07,6.694984355144253e-06,6.694984355144253e-06,0.0,0.0
0.67942,2.66532e-05,4.629049999999999e-06,2.0786890000000002e-05,-5.498900000000006e-07,9.385871495774774e-06,1.3638538030022468e-07,8.279578470930142e-06,8.279578470930142e-06,0.0,0.0
0.70087,4.07047e-06,6.270369999999999e-06,-1.79584e-06,1.091429999999999e-06,5.902222089708505e-06,2.443993785797465e-07,1.0087005727330084e-05,1.0087005727330084e-05,0.0,0.0
0.7223,7.63696e-06,4.90651e-06,1.7706500000000006e-06,-2.724299999999997e-07,1.6502221684212615e-06,2.776340304770614e-07,1.2118718462863821e-05,1.2118718462863821e-05,0.0,0.0
0.74374,9.67973e-06,5.537050000000001e-06,3.8134200000000003e-06,3.581100000000007e-07,8.990852902384824e-07,3.08244814306741e-07,1.4379426699990526e-05,1.4379426699990526e-05,0.0,0.0
0.76518,4.07833e-06,5.90009e-06,-1.78798e-06,7.211499999999999e-07,-4.406395063023408e-07,3.6523043683740667e-07,1.6867547358214837e-05,1.6867547358214837e-05,0.0,0.0
0.78662,5.06153e-06,5.00981e-06,-8.047799999999998e-07,-1.691300000000002e-07,-1.191443831139399e-06,3.390517355798089e-07,1.9579829142682013e-05,1.9579829142682013e-05,0.0,0.0
0.80805,4.625659999999999e-06,5.86928e-06,-1.2406500000000006e-06,6.903400000000002e-07,1.9119548693927837e-06,2.813483484984993e-07,2.2509236409567802e-05,2.2509236409567802e-05,0.0,0.0
0.82949,1.58686e-05,5.161140000000001e-06,1.000229e-05,-1.779999999999922e-08,4.685832696597914e-06,1.4318977221440584e-07,2.5650748869420604e-05,2.5650748869420604e-05,0.0,0.0
0.85093,5.347659999999999e-06,5.06108e-06,-5.186500000000005e-07,-1.1785999999999992e-07,2.488665289945637e-06,-5.451552782840072e-08,2.8993403977020203e-05,2.8993403977020203e-05,0.0,0.0
0.8723799999999999,3.82776e-06,5.17303e-06,-2.03855e-06,-5.910000000000084e-09,-1.85694734844809e-06,-1.9415036886624134e-07,3.252761685303609e-05,3.252761685303609e-05,0.0,0.0
0.89381,4.26479e-06,4.99644e-06,-1.6015199999999995e-06,-1.8249999999999952e-07,-3.89350160906661e-06,-1.0133518152809298e-07,3.623567618325719e-05,3.623567618325719e-05,0.0,0.0
0.91525,3.46667e-06,5.29994e-06,-2.39964e-06,1.210000000000002e-07,-9.881360590937491e-08,4.548624409830434e-07,4.010890192474144e-05,4.010890192474144e-05,0.0,0.0
0.9366899999999999,1.0128099999999999e-05,6.63821e-06,4.261789999999999e-06,1.4592700000000002e-06,9.062974364454027e-06,1.0159116169969604e-06,4.413099245311767e-05,4.413099245311767e-05,0.0,0.0
0.9581299999999999,3.46083e-05,6.05181e-06,2.874199e-05,8.728700000000002e-07,1.3923168983904337e-05,8.149957229679826e-07,4.828670751555642e-05,4.828670751555642e-05,0.0,0.0
0.97957,8.250930000000001e-06,4.9570300000000005e-06,2.3846200000000014e-06,-2.2190999999999937e-07,1.5377275422342433e-05,1.6921047954633176e-07,5.2560393905340635e-05,5.2560393905340635e-05,0.0,0.0
1.001,2.53887e-05,5.140180000000001e-06,1.952239e-05,-3.875999999999927e-08,2.463996470248335e-05,-2.1038677879093682e-07,5.6934119858325895e-05,5.6934119858325895e-05,0.0,0.0
1.02244,5.4806000000000003e-05,5.0165e-06,4.893969e-05,-1.6243999999999975e-07,2.8956733101491376e-05,-3.8026949427494697e-07,6.139606432684168e-05,6.139606432684168e-05,0.0,0.0
1.04388,6.08687e-06,4.37845e-06,2.205599999999998e-07,-8.004899999999995e-07,1.3934107801195558e-05,-4.014650502223572e-07,6.592841662633578e-05,6.592841662633578e-05,0.0,0.0
1.06532,3.76379e-06,5.27636e-06,-2.10252e-06,9.741999999999982e-08,-2.671654031290661e-06,-1.1565851389664613e-07,7.051563769048758e-05,7.051563769048758e-05,0.0,0.0
1.08676,1.5366e-06,5.23501e-06,-4.32971e-06,5.606999999999979e-08,-6.312251509656694e-06,9.632208012508247e-08,7.514255888440759e-05,7.514255888440759e-05,0.0,0.0
1.1082,2.0503599999999996e-06,5.329360000000001e-06,-3.81595e-06,1.5042000000000084e-07,-4.890798913747405e-06,-1.2836942234517548e-07,7.979448085995697e-05,7.979448085995697e-05,0.0,0.0
1.12964,1.93745e-06,4.30922e-06,-3.9288599999999995e-06,-8.6972e-07,-2.740818743255395e-06,-3.4768243052813693e-07,8.445725527929303e-05,8.445725527929303e-05,0.0,0.0
1.1510799999999999,1.85697e-06,5.2558699999999995e-06,-4.00934e-06,7.692999999999962e-08,9.955275137750942e-07,-2.0298995203229904e-07,8.91173507256627e-05,8.91173507256627e-05,0.0,0.0
1.17251,1.73128e-05,5.354700000000001e-06,1.1446490000000002e-05,1.7576000000000067e-07,-1.1216060308109289e-06,-4.877249695625955e-08,9.375974342699174e-05,9.375974342699174e-05,6.617444900424222e-24,6.617444900424222e-24
1.19395,1.93635e-06,4.54242e-06,-3.92996e-06,-6.365200000000003e-07,-1.948081168903156e-06,-5.3870865461029663e-08,9.837661442132097e-05,9.837661442132097e-05,1.3234889800848443e-23,1.3234889800848443e-23
1.21539,3.54824e-06,5.63078e-06,-2.31807e-06,4.518399999999999e-07,2.4807859928120964e-05,-1.6052258773430514e-07,0.00010295437006600234,0.00010295437006600234,2.6469779601696886e-23,2.6469779601696886e-23
1.2368299999999999,9.45481e-05,4.7382199999999995e-06,8.868179e-05,-4.407200000000004e-07,5.949614449964385e-05,-3.100398552015231e-07,0.00010748233793207494,0.00010748233793207494,1.0587911840678754e-22,1.0587911840678754e-22
1.25827,9.507479999999999e-05,4.49877e-06,8.920849e-05,-6.801700000000003e-07,6.515138646208513e-05,-3.9256976637911264e-08,0.00011195060350458341,0.00011195060350458341,2.5808035111654463e-22,2.5808035111654463e-22
1.2797100000000001,3.05964e-05,6.39947e-06,2.4730089999999998e-05,1.22053e-06,9.519748917103995e-05,4.2729499667016604e-07,0.00011635001000751608,0.00011635001000751608,6.88214269644119e-22,6.88214269644119e-22
1.30115,0.0002435,5.168490000000001e-06,0.00023763369000000001,-1.0449999999999197e-08,0.00019639086129936818,1.3586944756177154e-07,0.00012067215157231222,0.00012067215157231222,1.6940658945086007e-21,1.6940658945086007e-21
1.32259,0.000285954,4.38151e-06,0.00028008769,-7.974299999999997e-07,0.0002815782904741163,-5.924551248194727e-07,0.0001249093607799237,0.0001249093607799237,4.129285617864714e-21,4.129285617864714e-21
1.3440299999999998,0.000278792,4.58208e-06,0.00027292569,-5.968599999999999e-07,0.00026010716574170566,-5.996247087327155e-07,0.00012905469151401185,0.00012905469151401185,9.846758011831241e-21,9.846758011831241e-21
1.3654600000000001,0.0001724,5.02379e-06,0.00016653369,-1.551499999999997e-07,0.00017234648798426197,5.32157522466734e-08,0.00013310003404573174,0.00013310003404573174,2.2565487110446595e-20,2.2565487110446595e-20
1.3869,8.99548e-05,6.2312e-06,8.408849e-05,1.0522599999999998e-06,0.0001158470642503976,2.870438048345234e-07,0.00013704359622362548,0.00013704359622362548,5.0610218598444445e-20,5.0610218598444445e-20
1.40834,0.000152746,4.31114e-06,0.00014687969,-8.677999999999996e-07,0.00011145590162031173,-1.1410438866056638e-07,0.0001408785468979734,0.0001408785468979734,1.105377996166862e-19,1.105377996166862e-19
1.4297799999999998,0.00016140299999999999,5.1627e-06,0.00015553669,-1.6240000000000204e-08,0.00013813386875590855,-3.1830812027442433e-07,0.00014460058742549046,0.00014460058742549046,2.3568691757350907e-19,2.3568691757350907e-19
1.4512200000000002,0.00010309,4.86034e-06,9.722369000000001e-05,-3.185999999999998e-07,0.00021068622229386747,-1.3682442028327378e-07,0.00014820601102685053,0.00014820601102685053,4.910144116114772e-19,4.910144116114772e-19
1.47266,0.00043097,5.65047e-06,0.00042510369,4.7153000000000004e-07,0.000264762643214151,-3.682008318797647e-08,0.00015169167234115884,0.00015169167234115884,1.0003392932624283e-18,1.0003392932624283e-18
1.4941,0.00016046,4.4893599999999995e-06,0.00015459369,-6.895800000000004e-07,0.00022811528461648327,1.1114091036020916e-07,0.0001550549565243988,0.0001550549565243988,1.9949346443512883e-18,1.9949346443512883e-18
1.5155399999999999,0.000161122,6.00638e-06,0.00015525569,8.274400000000002e-07,0.00020763229195918542,3.430586194022826e-07,0.00015829374822484091,0.00015829374822484091,3.897992683705087e-18,3.897992683705087e-18
1.53698,0.000345624,5.3797500000000005e-06,0.00033975769,2.0081000000000054e-07,0.0002636125900072328,-5.971604187798166e-08,0.0001614064007173611,0.0001614064007173611,7.468898300872005e-18,7.468898300872005e-18
1.55841,0.00027705599999999997,3.87788e-06,0.00027118969,-1.3010599999999999e-06,0.00029206012503073654,-9.315166332257188e-07,0.00016439034285760048,0.00016439034285760048,1.404115928751613e-17,1.404115928751613e-17
1.57985,0.00028095,4.08517e-06,0.00027508369000000003,-1.09377e-06,0.00027721169534012004,-9.893296590923176e-07,0.00016724755940021306,0.00016724755940021306,2.5933819504321727e-17,2.5933819504321727e-17
1.6012899999999999,0.000283352,4.89912e-06,0.00027748569,-2.7982e-07,0.0002996294778563954,-1.6924882004796913e-07,0.00016997620683843046,0.00016997620683843046,4.707965292539051e-17,4.707965292539051e-17
1.62273,0.000375474,6.114289999999999e-06,0.00036960769,9.353499999999994e-07,0.000350401757952047,1.2070399643188755e-07,0.00017257621476190007,0.00017257621476190007,8.406285840796698e-17,8.406285840796698e-17
1.6441700000000001,0.000356957,4.0155e-06,0.00035109069,-1.16344e-06,0.000343143027830891,-4.4154044648646817e-07,0.00017504783639153397,0.00017504783639153397,1.477274693801559e-16,1.477274693801559e-16
1.6656099999999998,0.00028564,4.36553e-06,0.00027977369,-8.134099999999996e-07,0.0002637822769475974,-7.689543194990097e-07,0.00017739162235697823,0.00017739162235697823,2.5566588370039625e-16,2.5566588370039625e-16
1.68705,0.000161692,5.036309999999999e-06,0.00015582569000000001,-1.4263000000000053e-07,0.0002102028751582583,-6.391735010332217e-07,0.00017960839558156335,0.00017960839558156335,4.360070332255989e-16,4.360070332255989e-16
1.70849,0.000285743,4.2631e-06,0.00027987669,-9.1584e-07,0.0002448006003623682,-5.495930794378279e-07,0.00018169922731125804,0.00018169922731125804,7.331037335959263e-16,7.331037335959263e-16
1.72993,0.00031371400000000004,4.86458e-06,0.00030784769000000004,-3.1435999999999965e-07,0.0003118867412195592,-3.4870854731420213e-07,0.0001836654143087111,0.0001836654143087111,1.2159575650957596e-15,1.2159575650957596e-15
1.75137,0.00035458699999999996,5.28288e-06,0.00034872068999999996,1.0394000000000023e-07,0.00034863814087819324,5.0277796125977724e-08,0.00018550845722037777,0.00018550845722037777,1.990540912400313e-15,1.990540912400313e-15
1.7728,0.000339,5.42977e-06,0.00033313369,2.5082999999999977e-07,0.00034369419752438646,2.1864478491843594e-07,0.00018722926516777152,0.00018722926516777152,3.216884517562619e-15,3.216884517562619e-15
1.79424,0.00033319599999999996,5.18485e-06,0.00032732968999999996,5.910000000000084e-09,0.0002950985743684722,-2.2278697318037495e-08,0.00018883129156121276,0.00018883129156121276,5.136934491133314e-15,5.136934491133314e-15
1.8156900000000002,0.000204247,5.00939e-06,0.00019838069000000002,-1.6954999999999993e-07,0.00023056409363412188,-2.329251621964135e-07,0.00019031636452862059,0.00019031636452862059,8.108829363182024e-15,8.108829363182024e-15
1.83712,0.00021517599999999997,4.74788e-06,0.00020930968999999998,-4.3105999999999973e-07,0.000204803432910973,1.0012438778224727e-07,0.00019168461132848468,0.00019168461132848468,1.2650389924565505e-14,1.2650389924565505e-14
1.8585599999999998,0.00021264,6.3819100000000005e-06,0.00020677369,1.2029700000000006e-06,0.0002112957606708819,5.468561882600462e-07,0.00019294026357275485,0.00019294026357275485,1.9524799236668043e-14,1.9524799236668043e-14
1.88,0.00024121,5.16293e-06,0.00023534369,-1.6010000000000208e-08,0.00019565534816568967,1.9014237062455567e-07,0.0001940849899247835,0.0001940849899247835,2.981800285106905e-14,2.981800285106905e-14
1.9014400000000002,0.00011077700000000001,4.5399e-06,0.00010491069000000002,-6.390399999999996e-07,0.00016293486234058655,-7.377369673638626e-07,0.0001951212083688149,0.0001951212083688149,4.507503711796858e-14,4.507503711796858e-14
1.92287,0.00019765,3.6516399999999997e-06,0.00019178369,-1.5273000000000002e-06,0.0001512109980948889,-1.1403286115295803e-06,0.0001960509984812187,0.0001960509984812187,6.74571109962694e-14,6.74571109962694e-14
1.9443099999999998,0.000151184,4.59965e-06,0.00014531769,-5.792899999999998e-07,0.0001561275852855988,-8.123343840768698e-07,0.00019687777523935048,0.00019687777523935048,1.000137016500668e-13,1.000137016500668e-13
1.96576,0.00015586299999999998,4.96305e-06,0.00014999668999999999,-2.1589000000000006e-07,0.00016555668326497685,-4.826807014470734e-07,0.00019760399188074995,0.00019760399188074995,1.469474660675452e-13,1.469474660675452e-13
1.9872,0.000203933,4.20708e-06,0.00019806669,-9.718599999999997e-07,0.00017130214594582058,-4.179567281749182e-07,0.00019823160619926035,0.00019823160619926035,2.1394901648675988e-13,2.1394901648675988e-13
2.00863,0.000143594,5.25331e-06,0.00013772769,7.43700000000001e-08,0.00015696342231524992,-4.400221797879778e-07,0.00019876341589476076,0.00019876341589476076,3.0876945976965794e-13,3.0876945976965794e-13
2.0300700000000003,0.000154251,4.19216e-06,0.00014838469,-9.867799999999999e-07,0.00013255955903947753,-6.615802468736193e-07,0.00019920259781904982,0.00019920259781904982,4.419798860531626e-13,4.419798860531626e-13
2.05151,0.000104373,4.31473e-06,9.850669e-05,-8.6421e-07,0.00012300030284352365,-1.1114062198250587e-06,0.00019955157475882627,0.00019955157475882627,6.275584721665079e-13,6.275584721665079e-13
2.07294,0.000149359,3.5712199999999995e-06,0.00014349269,-1.6077200000000004e-06,0.00012174301981731416,-1.4423717905833667e-06,0.00019981294189775077,0.00019981294189775077,8.839559422468542e-13,8.839559422468542e-13
2.09438,0.000118101,3.75749e-06,0.00011223469,-1.4214499999999997e-06,0.000109290780623608,-1.3467105012616703e-06,0.00019998963670684683,0.00019998963670684683,1.2358789139239922e-12,1.2358789139239922e-12
2.11583,7.94574e-05,4.28489e-06,7.359109e-05,-8.940499999999995e-07,9.993104205663746e-05,-1.0190840096261804e-06,0.0002000842283176016,0.0002000842283176016,1.7154837718306797e-12,1.7154837718306797e-12
2.13726,0.00013518,4.23416e-06,0.00012931369,-9.447800000000001e-07,0.00010603683341482828,-9.80715772604918e-07,0.0002000993123806901,0.0002000993123806901,2.363538606647378e-12,2.363538606647378e-12
2.1587,0.000117392,4.1167e-06,0.00011152569000000001,-1.06224e-06,0.00011004994784286103,-1.1927141516595492e-06,0.0002000376175154298,0.0002000376175154298,3.2344041593142952e-12,3.2344041593142952e-12
2.18014,9.79282e-05,3.6313e-06,9.206189e-05,-1.54764e-06,0.00011481113888742219,-1.0004598631088215e-06,0.00019990174718025972,0.00019990174718025972,4.396480569924692e-12,4.396480569924692e-12
2.20159,0.000157239,5.265560000000001e-06,0.00015137269,8.66200000000007e-08,0.00012957939088619624,-3.9990608041652454e-07,0.00019969418937497492,0.00019969418937497492,5.93801748381248e-12,5.93801748381248e-12
2.22302,0.000131268,5.1590300000000005e-06,0.00012540169,-1.9909999999999442e-08,0.00013443645326063853,-9.303004874215171e-08,0.00019941785292920938,0.00019941785292920938,7.967190952641183e-12,7.967190952641183e-12
2.2444599999999997,0.000148689,4.44705e-06,0.00014282269,-7.318899999999999e-07,0.00012869312683996142,-1.8015436584130016e-07,0.0001990749337362124,0.0001990749337362124,1.062567425704815e-11,1.062567425704815e-11
2.2659,9.88345e-05,5.313060000000001e-06,9.296819000000001e-05,1.3412000000000067e-07,0.00013568101154874657,-4.983898444382643e-07,0.00019866804244738457,0.00019866804244738457,1.4086772939650368e-11,1.4086772939650368e-11
2.28733,0.00020275799999999999,3.95959e-06,0.00019689169,-1.2193499999999996e-06,0.00013760186807403518,-1.0527827245356703e-06,0.00019819986913052707,0.00019819986913052707,1.8564722953210068e-11,1.8564722953210068e-11
2.30877,9.048969999999999e-05,3.5639099999999997e-06,8.462338999999999e-05,-1.6150300000000002e-06,0.00011482334744688198,-1.2342208846282589e-06,0.000197672391408879,0.000197672391408879,2.4331564752081046e-11,2.4331564752081046e-11
2.3302099999999997,0.00010972,4.62199e-06,0.00010385369,-5.569499999999998e-07,0.00011489208471582729,-7.674392869446757e-07,0.00019708818506127449,0.00019708818506127449,3.1715232079041976e-11,3.1715232079041976e-11
2.35165,0.00016485599999999998,5.1071199999999995e-06,0.00015898968999999999,-7.182000000000044e-08,0.00015671877376996133,-4.628248477921819e-07,0.00019644957590668062,0.00019644957590668062,4.1119492012826935e-11,4.1119492012826935e-11
2.3730900000000004,0.000214113,3.96315e-06,0.00020824669,-1.2157899999999996e-06,0.00017440204363100104,-6.047015537962757e-07,0.0001957588427523263,0.0001957588427523263,5.303626122560161e-11,5.303626122560161e-11
2.39454,0.000123514,4.80517e-06,0.00011764769,-3.7377000000000015e-07,0.00014716937993334997,-7.4417002861865e-07,0.00019501785952358433,0.00019501785952358433,6.806979516976493e-11,6.806979516976493e-11
2.41597,0.000138514,4.22066e-06,0.00013264769,-9.5828e-07,0.00013496117349816637,-9.00516390277669e-07,0.00019422987805456176,0.00019422987805456176,8.691628636297221e-11,8.691628636297221e-11
2.43741,0.00016533,3.88392e-06,0.00015946369,-1.29502e-06,0.00015422346662993875,-1.2250249804959172e-06,0.00019339595995845289,0.00019339595995845289,1.1046378519017612e-10,1.1046378519017612e-10
2.45885,0.000172235,3.78411e-06,0.00016636869,-1.3948299999999997e-06,0.00015530443538000062,-1.5099301045377093e-06,0.00019251854350022782,0.00019251854350022782,1.3973831278317066e-10,1.3973831278317066e-10
2.48028,0.000129095,3.74348e-06,0.00012322869,-1.4354599999999998e-06,0.0001243518402870174,-1.401575088405845e-06,0.00019160009745771824,0.00019160009745771824,1.7595213236162895e-10,1.7595213236162895e-10
2.50173,0.000105396,3.98462e-06,9.952969000000001e-05,-1.1943200000000003e-06,0.00011379173422182981,-7.616529824960732e-07,0.0001906412879370227,0.0001906412879370227,2.2062100699804137e-10,2.2062100699804137e-10
2.52316,0.000144869,6.67206e-06,0.00013900269,1.4931199999999999e-06,0.00015038151164795664,2.4884551093098786e-07,0.00018964583067123533,0.00018964583067123533,2.7538391023339126e-10,2.7538391023339126e-10
2.54461,0.000225081,4.15148e-06,0.00021921469,-1.0274599999999996e-06,0.00017778867928902047,1.401062999514149e-06,0.00018861374674932093,0.00018861374674932093,3.4237107041309435e-10,3.4237107041309435e-10
2.56604,0.000129987,9.7786e-06,0.00012412069,4.59966e-06,0.00015153060982524264,1.526402022819918e-06,0.00018754878684272287,0.00018754878684272287,4.238303582795542e-10,4.238303582795542e-10
2.58748,0.000143782,3.4042e-06,0.00013791569000000002,-1.77474e-06,0.0001220897100440472,-2.6075014588820086e-08,0.00018645126000332662,0.00018645126000332662,5.226357251541245e-10,5.226357251541245e-10
2.60892,0.000113535,3.99645e-06,0.00010766869000000001,-1.1824900000000003e-06,0.00015039334940058742,-1.0573626478504964e-06,0.00018532338184365792,0.00018532338184365792,6.419741666808888e-10,6.419741666808888e-10
2.63036,0.000249256,5.12236e-06,0.00024338969,-5.657999999999989e-08,0.0001983010804466964,-2.7651291198122875e-07,0.00018416682899768442,0.00018416682899768442,7.855775997067303e-10,7.855775997067303e-10
2.6518,0.00020182200000000002,6.2034100000000005e-06,0.00019595569000000002,1.0244700000000005e-06,0.00019176431377123282,4.197288642830629e-07,0.00018298322881428155,0.00018298322881428155,9.577540770247644e-10,9.577540770247644e-10
2.6732299999999998,0.000138191,4.4297300000000005e-06,0.00013232469,-7.492099999999994e-07,0.00016064182727577436,-6.260251352380621e-08,0.000181774729551765,0.000181774729551765,1.1633549864358386e-09,1.1633549864358386e-09
2.69468,0.000163517,4.73717e-06,0.00015765069000000002,-4.417700000000002e-07,0.00017097628797201563,-8.113105378478783e-07,0.00018054115285967307,0.00018054115285967307,1.4083763994292877e-09,1.4083763994292877e-09
2.71611,0.00023619,3.75689e-06,0.00023032369,-1.4220499999999998e-06,0.00017889147589865737,-1.1694170068759312e-06,0.00017928628131880876,0.00017928628131880876,1.6988506570644008e-09,1.6988506570644008e-09
2.73755,0.000131401,4.213399999999999e-06,0.00012553469000000002,-9.655400000000006e-07,0.00014137197839667328,-1.1902306371957918e-06,0.0001780098100353992,0.0001780098100353992,2.0425471626699363e-09,2.0425471626699363e-09
2.7589900000000003,8.56382e-05,3.86027e-06,7.977189e-05,-1.3186700000000002e-06,0.0001293994373322812,-1.0356054452206072e-06,0.00017671370995409104,0.00017671370995409104,2.4477404552445606e-09,2.4477404552445606e-09
2.78043,0.000223003,4.67028e-06,0.00021713669,-5.086599999999996e-07,0.00016498076164794462,-9.005806389773712e-07,0.00017539932642995722,0.00017539932642995722,2.92393866656201e-09,2.92393866656201e-09
2.80187,0.000176933,4.06361e-06,0.00017106669,-1.1153299999999997e-06,0.0001700655201076554,-7.900503218004243e-07,0.00017406796049522844,0.00017406796049522844,3.4818734931488753e-09,3.4818734931488753e-09
2.8233,0.00010965299999999999,4.5424e-06,0.00010378668999999999,-6.3654e-07,0.00013649137171565883,-6.013055289399791e-07,0.00017272150148826663,0.00017272150148826663,4.133294358158415e-09,4.133294358158415e-09
2.84475,0.000140215,4.9591699999999995e-06,0.00013434869000000002,-2.1977000000000044e-07,0.00011231456202178618,-6.297026239768447e-07,0.00017135926900850877,0.00017135926900850877,4.892737809929372e-09,4.892737809929372e-09
2.86619,0.00011726,3.8013900000000003e-06,0.00011139369,-1.3775499999999996e-06,0.00010252702805810229,-1.0145111873827526e-06,0.00016998433162275246,0.00016998433162275246,5.774386295946807e-09,5.774386295946807e-09
2.88762,7.69371e-05,3.905640000000001e-06,7.107079000000001e-05,-1.2732999999999993e-06,0.00011052267776162739,-1.3135389343385068e-06,0.00016859783959853519,0.00016859783959853519,6.794981212122024e-09,6.794981212122024e-09
2.9090700000000003,0.000188495,3.9223699999999995e-06,0.00018262869,-1.2565700000000004e-06,0.00013657417993572733,-1.3769723467635028e-06,0.0001671989364143805,0.0001671989364143805,7.974894993913069e-09,7.974894993913069e-09
2.9305,0.000128966,3.75906e-06,0.00012309969,-1.41988e-06,0.00015453069140844943,-1.3970287699921115e-06,0.00016579128354919347,0.00016579128354919347,9.332825106692292e-09,9.332825106692292e-09
